timestamp,ph,turbidez_ntu,oxigenio_dissolvido,temperatura_c,bateria_v,label_classificacao
2025-01-06 21:00:00,7.0,16.85,6.89,28.4,11.77,0
2025-01-06 22:00:00,6.56,10.09,6.35,25.94,11.94,0
2025-01-06 23:00:00,6.83,13.09,6.29,28.61,11.88,0
2025-01-07 00:00:00,6.84,8.74,6.66,28.4,11.75,0
2025-01-07 01:00:00,6.92,13.97,7.48,27.18,11.71,0
2025-01-07 02:00:00,6.61,5.62,6.38,26.8,11.98,0
2025-01-07 03:00:00,6.6,10.37,6.27,28.81,11.79,0
2025-01-07 04:00:00,6.88,29.87,7.09,27.89,11.77,0
2025-01-07 05:00:00,6.84,19.52,6.53,27.41,11.97,0
2025-01-07 06:00:00,6.84,6.91,6.93,30.51,13.2,0
2025-01-07 07:00:00,6.85,14.35,7.24,29.01,13.37,0
2025-01-07 08:00:00,6.7,37.3,5.55,28.65,12.84,0
2025-01-07 09:00:00,6.83,11.41,6.48,29.83,13.41,0
2025-01-07 10:00:00,6.84,6.25,6.39,28.5,13.26,0
2025-01-07 11:00:00,6.69,24.75,6.02,26.94,13.47,0
2025-01-07 12:00:00,7.08,1.41,5.54,27.42,12.97,0
2025-01-07 13:00:00,6.87,13.33,5.7,29.1,13.47,0
2025-01-07 14:00:00,6.62,39.51,6.55,28.94,12.88,0
2025-01-07 15:00:00,6.9,14.03,6.23,28.67,13.12,0
2025-01-07 16:00:00,6.65,31.94,6.1,26.29,12.96,0
2025-01-07 17:00:00,6.92,6.17,6.55,29.22,13.5,0
2025-01-07 18:00:00,6.97,13.6,6.15,27.9,13.36,0
2025-01-07 19:00:00,6.68,12.6,7.15,28.9,11.99,0
2025-01-07 20:00:00,6.94,23.81,6.19,26.75,12.0,0
2025-01-07 21:00:00,6.86,17.56,7.25,30.95,11.88,0
2025-01-07 22:00:00,6.92,43.07,6.48,28.37,11.94,0
2025-01-07 23:00:00,7.08,10.89,6.17,27.37,11.75,0
2025-01-08 00:00:00,6.76,17.4,6.14,28.97,11.73,0
2025-01-08 01:00:00,6.69,12.98,7.26,29.29,11.62,0
2025-01-08 02:00:00,6.67,16.45,6.85,28.95,11.62,0
2025-01-08 03:00:00,6.68,15.34,6.12,26.51,11.74,0
2025-01-08 04:00:00,6.79,7.64,6.56,29.71,12.0,0
2025-01-08 05:00:00,6.85,28.75,5.32,27.48,11.86,0
2025-01-08 06:00:00,6.84,9.45,5.83,27.98,13.21,0
2025-01-08 07:00:00,6.92,8.88,6.12,24.69,13.2,0
2025-01-08 08:00:00,6.8,3.62,6.11,27.3,13.28,0
2025-01-08 09:00:00,7.02,10.63,7.11,27.29,13.57,0
2025-01-08 10:00:00,6.76,9.35,5.54,28.68,13.51,0
2025-01-08 11:00:00,7.21,1.83,5.79,27.21,12.89,0
2025-01-08 12:00:00,6.89,13.92,6.73,25.57,13.01,0
2025-01-08 13:00:00,6.67,41.8,6.62,28.37,13.47,0
2025-01-08 14:00:00,6.64,4.38,6.33,27.62,13.46,0
2025-01-08 15:00:00,6.87,16.22,7.53,26.91,13.02,0
2025-01-08 16:00:00,6.77,13.66,6.81,28.13,13.38,0
2025-01-08 17:00:00,6.91,26.14,7.11,25.33,13.34,0
2025-01-08 18:00:00,6.87,27.5,6.47,28.93,13.18,0
2025-01-08 19:00:00,6.79,62.84,6.23,27.73,11.92,0
2025-01-08 20:00:00,6.67,20.05,6.23,27.6,11.64,0
2025-01-08 21:00:00,6.57,8.31,6.96,29.43,11.73,0
2025-01-08 22:00:00,6.73,10.38,6.89,27.2,11.93,0
2025-01-08 23:00:00,6.93,11.29,6.39,28.39,11.72,0
2025-01-09 00:00:00,6.83,9.68,6.74,27.81,11.7,0
2025-01-09 01:00:00,6.61,48.74,6.98,32.82,11.65,0
2025-01-09 02:00:00,6.83,26.59,6.22,28.73,11.91,0
2025-01-09 03:00:00,6.86,23.67,6.33,26.29,11.6,0
2025-01-09 04:00:00,6.67,6.42,6.72,30.63,11.94,0
2025-01-09 05:00:00,6.82,27.31,5.61,29.56,11.76,0
2025-01-09 06:00:00,6.81,35.41,6.73,28.07,13.33,0
2025-01-09 07:00:00,6.63,13.86,5.94,27.34,13.14,0
2025-01-09 08:00:00,6.85,10.28,6.97,26.01,13.18,0
2025-01-09 09:00:00,6.88,43.78,7.57,28.65,13.51,0
2025-01-09 10:00:00,6.96,9.17,6.15,26.99,13.32,0
2025-01-09 11:00:00,6.96,8.36,5.83,26.68,13.2,0
2025-01-09 12:00:00,6.59,7.16,6.41,29.16,12.9,0
2025-01-09 13:00:00,6.66,15.62,6.37,30.32,12.81,0
2025-01-09 14:00:00,6.88,20.01,6.83,27.29,12.9,0
2025-01-09 15:00:00,6.88,32.21,6.62,29.21,13.56,0
2025-01-09 16:00:00,6.88,24.44,6.35,28.32,13.41,0
2025-01-09 17:00:00,7.38,24.16,6.55,28.54,13.57,0
2025-01-09 18:00:00,6.89,39.08,5.94,26.77,12.83,0
2025-01-09 19:00:00,6.97,6.85,6.91,27.68,11.73,0
2025-01-09 20:00:00,6.94,4.11,7.31,26.36,11.98,0
2025-01-09 21:00:00,6.9,25.29,5.9,26.17,11.69,0
2025-01-09 22:00:00,6.75,15.06,5.71,28.78,11.85,0
2025-01-09 23:00:00,6.91,32.29,6.3,27.21,11.96,0
2025-01-10 00:00:00,6.68,16.17,5.89,26.63,11.77,0
2025-01-10 01:00:00,6.76,9.98,5.86,26.19,11.89,0
2025-01-10 02:00:00,6.73,25.55,5.8,25.73,11.74,0
2025-01-10 03:00:00,6.81,17.74,6.4,25.07,11.74,0
2025-01-10 04:00:00,7.15,16.18,6.29,28.17,11.72,0
2025-01-10 05:00:00,6.52,70.42,6.69,24.06,11.6,0
2025-01-10 06:00:00,6.9,37.11,6.22,28.71,13.11,0
2025-01-10 07:00:00,6.56,27.85,5.89,28.7,13.17,0
2025-01-10 08:00:00,6.73,18.15,6.49,27.85,13.44,0
2025-01-10 09:00:00,6.96,17.01,5.97,28.11,13.26,0
2025-01-10 10:00:00,6.81,13.05,6.76,27.57,12.83,0
2025-01-10 11:00:00,6.64,19.54,5.67,28.34,13.47,0
2025-01-10 12:00:00,6.69,11.12,5.42,28.32,12.84,0
2025-01-10 13:00:00,6.9,5.55,5.7,29.95,12.94,0
2025-01-10 14:00:00,6.69,16.03,6.29,30.3,12.88,0
2025-01-10 15:00:00,6.83,20.71,6.36,30.25,12.86,0
2025-01-10 16:00:00,6.81,32.34,6.57,26.8,12.82,0
2025-01-10 17:00:00,6.7,8.4,6.22,29.14,12.84,0
2025-01-10 18:00:00,7.12,17.11,6.08,28.76,13.15,0
2025-01-10 19:00:00,6.9,24.3,7.22,27.03,11.9,0
2025-01-10 20:00:00,6.5,23.92,7.08,26.67,11.95,0
2025-01-10 21:00:00,6.83,47.14,6.99,27.43,11.74,0
2025-01-10 22:00:00,6.7,13.25,6.65,26.41,11.91,0
2025-01-10 23:00:00,6.93,7.78,6.69,25.92,11.99,0
2025-01-11 00:00:00,6.68,17.96,6.1,28.75,11.83,0
2025-01-11 01:00:00,6.78,13.8,6.57,28.05,11.88,0
2025-01-11 02:00:00,6.88,11.95,6.03,28.04,11.87,0
2025-01-11 03:00:00,6.93,10.67,5.97,29.39,11.82,0
2025-01-11 04:00:00,6.62,20.77,5.69,27.71,11.73,0
2025-01-11 05:00:00,6.75,9.47,6.7,29.25,11.75,0
2025-01-11 06:00:00,6.73,27.83,6.58,26.89,13.55,0
2025-01-11 07:00:00,6.7,26.93,6.35,26.88,13.21,0
2025-01-11 08:00:00,7.06,22.14,6.28,28.02,13.18,0
2025-01-11 09:00:00,6.86,6.84,5.58,31.18,12.97,0
2025-01-11 10:00:00,6.61,20.1,6.63,29.93,13.4,0
2025-01-11 11:00:00,6.94,33.8,6.34,29.65,12.91,0
2025-01-11 12:00:00,7.12,29.21,6.95,25.94,13.19,0
2025-01-11 13:00:00,6.95,26.47,6.57,28.22,13.14,0
2025-01-11 14:00:00,6.57,16.92,6.85,29.23,13.33,0
2025-01-11 15:00:00,6.73,16.36,6.5,31.13,13.53,0
2025-01-11 16:00:00,6.99,37.51,6.59,25.47,13.56,0
2025-01-11 17:00:00,6.69,20.54,6.97,29.1,12.93,0
2025-01-11 18:00:00,6.87,20.72,6.4,29.6,13.01,0
2025-01-11 19:00:00,6.92,83.54,6.74,28.68,11.68,0
2025-01-11 20:00:00,6.66,13.02,6.28,25.97,11.79,0
2025-01-11 21:00:00,6.79,1.63,6.43,28.38,11.82,0
2025-01-11 22:00:00,6.31,14.56,7.3,28.64,11.72,0
2025-01-11 23:00:00,6.65,15.23,6.82,28.27,11.76,0
2025-01-12 00:00:00,6.76,20.32,6.23,26.97,11.61,0
2025-01-12 01:00:00,6.61,23.76,6.71,26.79,11.77,0
2025-01-12 02:00:00,7.04,2.04,5.86,28.68,11.81,0
2025-01-12 03:00:00,6.59,24.11,6.39,26.99,11.78,0
2025-01-12 04:00:00,6.73,15.94,6.02,27.02,11.68,0
2025-01-12 05:00:00,6.82,13.5,6.73,27.79,11.75,0
2025-01-12 06:00:00,7.02,3.39,6.41,28.24,13.32,0
2025-01-12 07:00:00,6.58,42.72,6.64,29.56,13.58,0
2025-01-12 08:00:00,6.97,11.82,6.89,26.21,13.29,0
2025-01-12 09:00:00,6.8,26.71,6.27,26.06,13.1,0
2025-01-12 10:00:00,6.65,8.29,6.29,27.43,13.35,0
2025-01-12 11:00:00,6.87,20.96,6.48,25.3,13.33,0
2025-01-12 12:00:00,6.83,13.67,6.07,28.88,12.81,0
2025-01-12 13:00:00,6.71,26.15,6.49,25.01,13.17,0
2025-01-12 14:00:00,6.81,13.31,6.52,29.06,13.39,0
2025-01-12 15:00:00,6.74,7.96,6.61,29.66,13.2,0
2025-01-12 16:00:00,6.82,16.49,6.71,28.39,13.42,0
2025-01-12 17:00:00,6.9,15.87,5.7,25.21,13.16,0
2025-01-12 18:00:00,7.04,19.98,5.86,28.16,13.59,0
2025-01-12 19:00:00,6.61,31.66,5.92,26.8,11.88,0
2025-01-12 20:00:00,7.12,6.45,6.55,26.2,11.96,0
2025-01-12 21:00:00,6.51,30.59,6.36,28.87,11.83,0
2025-01-12 22:00:00,6.78,5.56,5.37,29.15,11.78,0
2025-01-12 23:00:00,6.89,25.47,7.47,29.93,11.86,0
2025-01-13 00:00:00,6.84,26.02,5.51,27.57,11.9,0
2025-01-13 01:00:00,6.71,11.32,6.52,28.26,11.73,0
2025-01-13 02:00:00,6.77,8.66,6.78,30.5,11.85,0
2025-01-13 03:00:00,6.73,8.27,6.14,31.14,11.75,0
2025-01-13 04:00:00,6.71,17.66,6.82,29.62,11.69,0
2025-01-13 05:00:00,6.93,27.18,6.0,27.48,11.7,0
2025-01-13 06:00:00,6.85,14.9,6.59,28.01,13.1,0
2025-01-13 07:00:00,6.7,1.4,5.41,27.73,13.25,0
2025-01-13 08:00:00,6.93,10.72,7.09,29.06,13.16,0
2025-01-13 09:00:00,6.85,10.41,6.5,26.77,13.5,0
2025-01-13 10:00:00,6.92,23.65,5.7,28.48,13.5,0
2025-01-13 11:00:00,6.89,24.51,6.81,28.49,13.07,0
2025-01-13 12:00:00,6.68,18.66,7.32,28.58,12.87,0
2025-01-13 13:00:00,6.72,30.62,6.04,26.47,12.93,0
2025-01-13 14:00:00,6.91,32.16,6.39,28.37,13.09,0
2025-01-13 15:00:00,6.89,11.25,6.24,30.65,13.25,0
2025-01-13 16:00:00,6.8,8.11,6.11,27.31,13.33,0
2025-01-13 17:00:00,6.82,15.71,6.06,28.39,13.07,0
2025-01-13 18:00:00,6.99,18.64,6.18,25.24,13.33,0
2025-01-13 19:00:00,6.71,10.79,6.2,28.38,11.62,0
2025-01-13 20:00:00,6.88,96.3,6.32,28.32,11.74,0
2025-01-13 21:00:00,6.77,41.11,6.29,28.17,11.94,0
2025-01-13 22:00:00,6.77,9.99,6.88,29.1,11.77,0
2025-01-13 23:00:00,6.96,6.7,6.84,27.58,11.78,0
2025-01-14 00:00:00,6.92,9.33,5.73,29.76,11.65,0
2025-01-14 01:00:00,6.92,32.54,6.2,26.68,11.86,0
2025-01-14 02:00:00,7.0,33.07,7.13,30.16,11.83,0
2025-01-14 03:00:00,6.8,41.44,6.65,28.32,11.76,0
2025-01-14 04:00:00,6.9,7.91,6.67,27.89,11.79,0
2025-01-14 05:00:00,6.75,23.59,6.62,25.85,11.71,0
2025-01-14 06:00:00,6.85,8.56,6.37,26.34,12.83,0
2025-01-14 07:00:00,6.78,47.28,6.48,28.53,13.25,0
2025-01-14 08:00:00,6.81,8.15,6.3,26.92,12.9,0
2025-01-14 09:00:00,6.89,5.36,6.93,29.49,13.05,0
2025-01-14 10:00:00,6.68,6.36,6.3,28.43,13.33,0
2025-01-14 11:00:00,7.11,16.54,6.44,25.86,12.93,0
2025-01-14 12:00:00,6.65,26.92,6.87,29.14,13.05,0
2025-01-14 13:00:00,6.62,25.74,6.34,27.76,13.36,0
2025-01-14 14:00:00,6.97,6.61,6.46,27.93,13.32,0
2025-01-14 15:00:00,6.92,12.3,6.32,29.57,12.87,0
2025-01-14 16:00:00,6.89,11.04,6.46,25.91,13.26,0
2025-01-14 17:00:00,6.89,5.77,6.34,26.31,12.92,0
2025-01-14 18:00:00,6.8,10.83,6.23,28.49,13.0,0
2025-01-14 19:00:00,6.67,40.3,6.15,25.45,11.82,0
2025-01-14 20:00:00,6.81,5.05,6.41,27.09,11.96,0
2025-01-14 21:00:00,6.7,19.55,7.01,29.47,11.6,0
2025-01-14 22:00:00,6.95,40.9,6.81,27.84,11.93,0
2025-01-14 23:00:00,6.78,39.55,5.71,25.94,11.69,0
2025-01-15 00:00:00,6.68,48.69,6.29,28.28,11.67,0
2025-01-15 01:00:00,6.75,20.93,6.18,27.39,11.6,0
2025-01-15 02:00:00,6.86,23.14,5.72,26.95,11.83,0
2025-01-15 03:00:00,6.72,11.0,6.64,33.33,11.65,0
2025-01-15 04:00:00,6.68,4.94,6.45,28.86,11.62,0
2025-01-15 05:00:00,6.84,14.88,7.51,27.57,11.93,0
2025-01-15 06:00:00,6.84,35.21,6.33,29.35,13.18,0
2025-01-15 07:00:00,6.72,1.36,6.11,27.56,12.85,0
2025-01-15 08:00:00,6.73,11.41,6.06,27.22,13.3,0
2025-01-15 09:00:00,6.83,24.71,6.27,28.45,13.27,0
2025-01-15 10:00:00,6.58,16.71,6.8,28.76,12.96,0
2025-01-15 11:00:00,6.59,38.12,6.85,29.39,13.44,0
2025-01-15 12:00:00,6.69,32.84,7.96,30.14,12.83,0
2025-01-15 13:00:00,6.77,4.34,5.9,29.78,13.44,0
2025-01-15 14:00:00,6.85,17.76,6.54,29.28,12.82,0
2025-01-15 15:00:00,7.02,8.92,6.16,29.44,13.33,0
2025-01-15 16:00:00,6.93,8.82,6.68,29.78,12.86,0
2025-01-15 17:00:00,6.78,4.69,7.19,29.06,13.0,0
2025-01-15 18:00:00,6.8,19.96,6.93,25.62,13.38,0
2025-01-15 19:00:00,6.65,38.64,5.9,28.75,11.89,0
2025-01-15 20:00:00,6.8,21.25,6.84,30.07,11.8,0
2025-01-15 21:00:00,6.76,4.4,5.44,26.8,11.63,0
2025-01-15 22:00:00,6.85,16.01,5.31,27.41,11.98,0
2025-01-15 23:00:00,6.68,24.04,6.38,27.91,11.68,0
2025-01-16 00:00:00,6.88,15.12,6.81,28.29,11.97,0
2025-01-16 01:00:00,7.03,20.98,6.67,27.17,11.95,0
2025-01-16 02:00:00,6.78,9.55,7.45,28.09,11.95,0
2025-01-16 03:00:00,6.86,13.81,6.55,28.77,11.6,0
2025-01-16 04:00:00,6.9,13.15,6.45,24.98,11.93,0
2025-01-16 05:00:00,6.74,43.34,7.08,28.11,11.64,0
2025-01-16 06:00:00,6.83,6.74,6.31,27.43,13.59,0
2025-01-16 07:00:00,6.8,1.64,6.69,25.44,13.11,0
2025-01-16 08:00:00,6.81,41.55,6.72,28.85,13.3,0
2025-01-16 09:00:00,6.68,18.21,6.01,28.47,13.42,0
2025-01-16 10:00:00,6.8,5.49,6.69,28.25,13.11,0
2025-01-16 11:00:00,6.87,30.94,7.59,28.92,12.93,0
2025-01-16 12:00:00,7.02,25.07,7.07,28.48,13.15,0
2025-01-16 13:00:00,6.94,47.96,6.08,26.89,13.42,0
2025-01-16 14:00:00,7.12,19.28,7.67,29.08,13.42,0
2025-01-16 15:00:00,6.68,70.55,6.84,29.34,12.98,0
2025-01-16 16:00:00,6.93,15.23,6.71,26.37,12.94,0
2025-01-16 17:00:00,6.83,25.11,6.45,29.32,13.54,0
2025-01-16 18:00:00,7.13,27.64,6.84,27.57,12.84,0
2025-01-16 19:00:00,6.68,11.77,6.56,28.92,11.71,0
2025-01-16 20:00:00,6.67,11.47,6.51,28.23,11.98,0
2025-01-16 21:00:00,6.71,28.03,6.43,27.74,11.66,0
2025-01-16 22:00:00,6.48,5.04,6.99,28.81,11.64,0
2025-01-16 23:00:00,6.72,8.87,6.93,27.5,11.88,0
2025-01-17 00:00:00,6.69,14.91,6.43,29.62,11.97,0
2025-01-17 01:00:00,6.82,46.99,5.74,29.87,11.81,0
2025-01-17 02:00:00,6.85,28.04,6.52,27.18,11.88,0
2025-01-17 03:00:00,7.08,17.68,6.14,27.75,11.83,0
2025-01-17 04:00:00,6.94,10.89,6.26,27.44,11.73,0
2025-01-17 05:00:00,6.71,59.38,6.44,28.56,11.92,0
2025-01-17 06:00:00,6.67,15.93,5.97,29.97,13.09,0
2025-01-17 07:00:00,6.87,8.86,5.69,25.5,13.43,0
2025-01-17 08:00:00,6.6,66.73,6.65,25.87,13.32,0
2025-01-17 09:00:00,7.07,5.27,6.51,27.87,13.06,0
2025-01-17 10:00:00,6.98,39.44,6.49,28.28,13.33,0
2025-01-17 11:00:00,6.73,16.85,6.76,26.59,13.41,0
2025-01-17 12:00:00,6.54,28.0,6.17,28.27,13.27,0
